,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,price,prediction_label,error
5145,planta 1,exterior,4,117.0,True,False,Ciudad Jardín,chamartin,485000,490639.97,-5639.969999999972
7263,bajo,exterior,2,57.0,True,False,Quintana,ciudad lineal,200000,186770.0,13230.0
14360,planta 1,exterior,3,65.0,False,False,Pradolongo,usera,148000,138921.45,9078.549999999988
81,planta 1,interior,1,53.0,True,False,Chopera,Arganzuela,155000,189013.83,-34013.82999999999
12258,planta 2,exterior,3,119.0,True,False,Pacífico,retiro,540000,465999.0,74001.0
11386,planta 7,exterior,2,77.0,True,True,Numancia,puente-de-vallecas,255000,253319.81,1680.1900000000023
8550,planta 12,exterior,4,160.0,True,True,Tres Olivos - Valverde,fuencarral,469900,478936.65,-9036.650000000023
3679,planta 2,exterior,2,59.0,False,False,Puerta Bonita,carabanchel,136000,125809.93333333332,10190.06666666668
15060,planta 1,exterior,3,101.0,True,True,Los Berrocales,vicalvaro,203094,313431.8,-110337.79999999999
1489,planta 5,interior,2,93.0,True,False,Goya,barrio de salamanca,540000,564671.0,-24671.0
11799,bajo,exterior,3,97.0,True,False,Palomeras sureste,puente-de-vallecas,163000,171349.0,-8349.0
320,planta 4,exterior,4,121.0,True,False,Palos de Moguer,Arganzuela,555000,503237.5,51762.5
6531,planta 5,exterior,5,457.0,True,True,Almagro,chamberi,4200000,4137350.0,62650.0
4040,planta 2,interior,2,36.0,False,False,Lavapiés-Embajadores,centro,156000,151666.0,4334.0
15865,planta 1,exterior,3,65.0,True,False,San Cristóbal,villaverde,105000,106110.5,-1110.5
2010,planta 2,exterior,4,230.0,True,False,Recoletos,barrio de salamanca,2640000,2342450.0,297550.0
814,planta 2,interior,2,146.0,True,False,Recoletos,barrio de salamanca,1590000,1520050.0,69950.0
1988,planta 3,exterior,4,190.0,True,False,Recoletos,barrio de salamanca,1430000,1601040.0,-171040.0
6219,planta 6,exterior,4,152.0,True,False,Almagro,chamberi,1400000,1165653.1666666665,234346.8333333335
5083,planta 1,exterior,5,160.0,True,True,Castilla,chamartin,638000,673220.0,-35220.0
10366,planta 1,interior,1,200.0,True,False,Argüelles,moncloa,598000,745775.0,-147775.0
11778,bajo,exterior,3,64.0,False,False,Palomeras sureste,puente-de-vallecas,135000,143422.8,-8422.799999999988
13217,planta 2,exterior,3,82.0,False,False,Canillejas,san-blas,185000,242939.47,-57939.47
10378,planta 1,exterior,3,68.0,False,False,Valdezarza,moncloa,179000,191521.16666666663,-12521.166666666628
14902,planta 3,exterior,3,107.0,True,True,Valdebernardo - Valderrivas,vicalvaro,265000,301018.5,-36018.5
6519,planta 1,exterior,2,80.0,False,False,Trafalgar,chamberi,470000,432164.2857142857,37835.71428571432
3460,bajo,exterior,3,77.0,False,False,San Isidro,carabanchel,150000,158842.48,-8842.48000000001
749,planta 4,exterior,2,120.0,True,False,Alameda de Osuna,barajas,340000,415028.0,-75028.0
15044,planta 1,exterior,3,147.0,True,True,El Cañaveral,vicalvaro,400000,398046.1666666666,1953.8333333333721
2787,planta 1,exterior,2,54.0,False,False,Comillas,carabanchel,142000,137709.0,4291.0
1898,semi-sotano,interior,2,45.0,True,False,Lista,barrio de salamanca,255000,257429.94,-2429.9400000000023
8696,planta 10,exterior,3,110.0,True,True,Peñagrande,fuencarral,399000,556717.0,-157717.0
15239,bajo,exterior,2,79.0,True,True,Ensanche de Vallecas - La Gavia,villa-de-vallecas,223000,223809.33333333337,-809.3333333333721
3007,planta 1,exterior,2,88.0,True,True,Buena Vista,carabanchel,271900,257847.44833333336,14052.551666666637
14233,planta 6,exterior,4,131.0,True,False,Cuatro Caminos,tetuan,499000,546228.9,-47228.90000000002
13532,planta 7,exterior,3,64.0,True,True,Bellas Vistas,tetuan,315000,304215.06,10784.940000000002
978,planta 1,exterior,3,88.0,True,False,Guindalera,barrio de salamanca,435000,430103.33333333326,4896.666666666744
253,planta 1,exterior,3,115.0,True,True,Legazpi,Arganzuela,520000,531662.79,-11662.790000000037
9700,planta 6,exterior,3,80.0,True,False,Aluche,latina,195000,206543.0,-11543.0
4740,planta 1,exterior,5,179.0,False,False,Chueca-Justicia,centro,949000,1016610.0,-67610.0
10331,planta 1,exterior,3,138.0,True,False,Argüelles,moncloa,840000,829685.0,10315.0
11901,bajo,exterior,3,56.0,False,False,Palomeras Bajas,puente-de-vallecas,98700,108540.32333333332,-9840.32333333332
15436,bajo,exterior,3,65.0,False,False,Casco Histórico de Vallecas,villa-de-vallecas,119000,117338.78,1661.2200000000012
15791,planta 3,exterior,3,61.0,False,False,Los Ángeles,villaverde,120000,122115.9857142857,-2115.985714285707
15032,planta 7,exterior,3,95.0,True,True,El Cañaveral,vicalvaro,316000,317989.0,-1989.0
8791,planta 2,exterior,3,125.0,True,True,Las Tablas,fuencarral,495000,509158.7038095239,-14158.703809523897
11382,planta 1,exterior,1,30.0,False,False,Numancia,puente-de-vallecas,79000,82800.0,-3800.0
7848,planta 1,exterior,2,64.0,False,False,Dúplex en Quintana,ciudad lineal,158000,285195.0,-127195.0
890,bajo,interior,2,166.0,True,False,Goya,barrio de salamanca,685000,903606.844102564,-218606.84410256403
7401,planta 1,exterior,3,86.0,True,True,Pueblo Nuevo,ciudad lineal,315000,319697.86,-4697.859999999986
2419,planta 1,exterior,4,159.0,True,False,Goya,barrio de salamanca,820000,828413.3333333335,-8413.333333333489
3357,planta 5,exterior,3,64.0,True,False,San Isidro,carabanchel,176000,180786.72,-4786.720000000001
3396,bajo,exterior,3,97.0,False,False,Opañel,carabanchel,150000,174909.9,-24909.899999999994
9361,planta 1,exterior,2,74.0,True,True,Pinar del Rey,hortaleza,375000,330630.12,44369.880000000005
265,planta 1,exterior,2,65.0,False,False,Legazpi,Arganzuela,375000,333400.0,41600.0
439,planta 2,exterior,1,66.0,True,True,Delicias,Arganzuela,368900,357735.0,11165.0
10916,planta 5,exterior,2,100.0,True,False,Argüelles,moncloa,540000,559470.0,-19470.0
10927,planta 2,exterior,3,75.0,True,False,Ciudad Universitaria,moncloa,347000,344181.95,2818.0499999999884
11551,bajo,exterior,2,60.0,False,False,Portazgo,puente-de-vallecas,119900,122386.3333333333,-2486.3333333332994
14196,planta 2,exterior,1,57.0,True,False,Valdeacederas,tetuan,210900,214168.24999999997,-3268.249999999971
11249,planta 4,exterior,3,127.0,True,False,Palomeras sureste,puente-de-vallecas,369999,350147.41,19851.590000000026
9760,planta 6,exterior,4,125.0,True,False,Puerta del Ángel,latina,605000,460372.4,144627.59999999998
13015,planta 1,interior,4,125.0,True,True,Canillejas,san-blas,295000,375153.3516410257,-80153.35164102569
7456,planta 1,exterior,1,58.0,False,False,Pueblo Nuevo,ciudad lineal,132870,155614.2,-22744.20000000001
8800,chalet,exterior,3,571.0,False,False,Tres Olivos - Valverde,fuencarral,1250000,1058810.0,191190.0
5316,planta 2,exterior,4,136.0,True,False,Prosperidad,chamartin,595000,516616.0,78384.0
2243,planta 1,exterior,4,311.0,True,False,Castellana,barrio de salamanca,2000000,2063550.0,-63550.0
10088,planta 2,exterior,3,70.0,False,False,Lucero,latina,156000,155380.61904761905,619.3809523809468
5488,planta 4,interior,2,50.0,True,True,Ciudad Jardín,chamartin,300000,291528.73333333334,8471.266666666663
14071,planta 3,exterior,4,102.0,True,False,Cuatro Caminos,tetuan,499000,502970.0,-3970.0
10720,chalet,exterior,5,374.0,False,True,Aravaca,moncloa,925000,1240584.02,-315584.02
14291,planta 2,exterior,1,67.0,True,False,Dúplex en Berruguete,tetuan,214400,253276.25,-38876.25
9963,planta 2,exterior,2,65.0,False,False,Lucero,latina,129500,145674.96,-16174.959999999992
11899,planta 6,exterior,1,82.0,True,False,Palomeras sureste,puente-de-vallecas,173012,228282.33,-55270.32999999999
1325,planta 6,interior,1,91.0,True,False,Recoletos,barrio de salamanca,690000,690000.0,0.0
6269,bajo,exterior,1,46.0,False,False,Nuevos Ministerios-Ríos Rosas,chamberi,270400,266800.32333333336,3599.676666666637
13447,planta 1,exterior,1,63.0,False,True,Berruguete,tetuan,187000,189000.72,-2000.7200000000012
1193,planta 2,interior,3,67.0,True,False,Guindalera,barrio de salamanca,299000,310019.0,-11019.0
3906,planta 1,exterior,1,38.0,False,False,Malasaña-Universidad,centro,160000,171430.0,-11430.0
15164,planta 1,exterior,2,77.0,True,True,Ensanche de Vallecas - La Gavia,villa-de-vallecas,238000,235012.665,2987.334999999992
14577,planta 9,exterior,4,134.0,True,False,Moscardó,usera,470000,432582.32333333336,37417.67666666664
8053,bajo,exterior,2,52.0,True,False,Quintana,ciudad lineal,179900,177664.99,2235.0100000000093
8314,planta 1,exterior,3,120.0,True,True,Montecarmelo,fuencarral,530000,527030.0,2970.0
1388,planta 2,interior,1,60.0,True,False,Castellana,barrio de salamanca,339000,378979.5095238095,-39979.50952380948
3335,planta 4,exterior,1,53.0,True,True,Vista Alegre,carabanchel,187500,177176.21,10323.790000000008
14603,bajo,exterior,3,69.0,False,False,Zofío,usera,121500,157586.28,-36086.28
2064,planta 1,exterior,3,95.0,True,False,Goya,barrio de salamanca,889000,889000.0,0.0
9130,chalet,exterior,9,551.0,False,True,Chalet adosado en Conde Orgaz-Piovera,hortaleza,1450000,2469700.0,-1019700.0
4253,planta 5,interior,2,50.0,True,False,Huertas-Cortes,centro,229000,265240.0,-36240.0
10925,planta 3,exterior,3,147.0,True,True,Argüelles,moncloa,1093000,1089978.0,3022.0
6192,planta 2,exterior,3,100.0,True,False,Trafalgar,chamberi,750000,704529.0,45471.0
13989,planta 2,exterior,3,67.0,False,False,Bellas Vistas,tetuan,229000,226576.0,2424.0
7574,planta 1,exterior,3,97.0,True,False,Pueblo Nuevo,ciudad lineal,291700,276666.0,15034.0
12444,planta 3,exterior,5,160.0,True,False,Pacífico,retiro,565000,609829.0,-44829.0
11705,planta 2,exterior,2,67.0,True,False,Numancia,puente-de-vallecas,219000,197349.0,21651.0
13444,planta 2,exterior,1,57.0,True,False,Valdeacederas,tetuan,232000,214168.24999999997,17831.75000000003
5915,bajo,exterior,2,80.0,True,False,Almagro,chamberi,380000,478233.20833333326,-98233.20833333326
13336,bajo,exterior,1,64.0,True,False,Valdeacederas,tetuan,230000,215173.53999999992,14826.46000000008
9151,planta 1,exterior,2,176.0,True,True,Valdebebas - Valdefuentes,hortaleza,615750,714385.5,-98635.5
5925,planta 8,exterior,4,197.0,True,False,Vallehermoso,chamberi,1200000,1151639.0,48361.0
6464,planta 4,exterior,3,92.0,True,False,Arapiles,chamberi,470000,500640.0,-30640.0
5275,planta 2,interior,1,83.0,True,False,Bernabéu-Hispanoamérica,chamartin,600000,501348.78666666674,98651.21333333326
13377,planta 9,exterior,3,140.0,True,False,Cuzco-Castillejos,tetuan,715000,724649.0,-9649.0
10430,planta 1,exterior,4,221.0,True,False,Dúplex en Argüelles,moncloa,1250000,1030418.6,219581.40000000002
13983,planta 3,exterior,2,71.0,True,False,Cuatro Caminos,tetuan,424000,395460.0,28540.0
14039,planta 1,exterior,5,142.0,False,False,Berruguete,tetuan,450000,366681.6,83318.40000000002
5470,planta 4,exterior,2,75.0,True,True,Prosperidad,chamartin,466777,455418.45,11358.549999999988
10477,planta 2,exterior,4,129.0,True,True,Casa de Campo,moncloa,760000,710852.0,49148.0
11185,planta 6,exterior,3,108.0,True,True,Marroquina,moratalaz,429000,429999.5,-999.5
5223,bajo,interior,2,40.0,True,False,Ciudad Jardín,chamartin,194000,192898.0,1102.0
11108,planta 3,exterior,3,60.0,False,False,Fontarrón,moratalaz,155000,151429.21241529717,3570.7875847028336
5923,planta 7,exterior,4,218.0,True,True,Almagro,chamberi,1575000,1644000.0,-69000.0
13582,planta 7,exterior,1,70.0,True,False,Cuatro Caminos,tetuan,480000,469116.99,10883.01000000001
681,planta 6,exterior,2,82.0,True,True,Alameda de Osuna,barajas,410000,416772.01,-6772.010000000009
5753,chalet,exterior,3,190.0,False,True,Chalet pareado en Ciudad Jardín,chamartin,940000,898960.0,41040.0
7804,bajo,exterior,3,104.0,True,False,San Juan Bautista,ciudad lineal,575000,505016.49,69983.51000000001
11593,bajo,exterior,3,90.0,True,False,San Diego,puente-de-vallecas,210000,203537.5,6462.5
4653,planta 2,exterior,3,165.0,True,False,Malasaña-Universidad,centro,975000,912105.5,62894.5
11707,planta 1,exterior,2,67.0,True,False,Numancia,puente-de-vallecas,215000,194302.0,20698.0
15083,planta 4,exterior,3,70.0,False,False,Casco Histórico de Vicálvaro,vicalvaro,153000,147876.0545097403,5123.945490259706
4754,planta 1,exterior,5,166.0,True,False,Malasaña-Universidad,centro,859000,832479.2199271317,26520.780072868336
2867,planta 1,exterior,1,57.0,True,False,Vista Alegre,carabanchel,148730,154428.30666666667,-5698.306666666671
5232,planta 7,exterior,4,245.0,True,False,Nueva España,chamartin,1350000,1351000.0,-1000.0
14261,bajo,exterior,1,51.0,True,False,Valdeacederas,tetuan,198750,199667.5,-917.5
10085,planta 1,exterior,4,100.0,True,False,Lucero,latina,229000,217787.98,11212.01999999999
9090,planta 5,exterior,2,62.0,False,False,Pinar del Rey,hortaleza,165000,160306.1,4693.899999999994
326,planta 4,exterior,3,100.0,True,False,Chopera,Arganzuela,410000,347833.96,62166.03999999998
11661,planta 4,exterior,1,40.0,True,True,San Diego,puente-de-vallecas,319000,278054.9,40945.09999999998
5677,planta 1,exterior,3,132.0,True,False,Nueva España,chamartin,930700,867500.2857142857,63199.71428571432
8961,planta 8,exterior,2,202.0,True,True,Valdebebas - Valdefuentes,hortaleza,860000,876549.99,-16549.98999999999
5794,planta 2,exterior,1,39.0,False,False,Prosperidad,chamartin,149000,156437.9,-7437.899999999994
6585,planta 4,exterior,3,207.0,True,False,Trafalgar,chamberi,1550000,1442480.0,107520.0
3390,bajo,exterior,3,67.0,False,False,Puerta Bonita,carabanchel,130000,146165.56666666668,-16165.56666666668
7135,planta 2,interior,2,76.0,False,False,Pueblo Nuevo,ciudad lineal,214000,219322.0,-5322.0
4368,planta 1,exterior,5,154.0,True,False,Chueca-Justicia,centro,949000,966737.5000000005,-17737.500000000466
579,bajo,exterior,2,67.0,False,False,Chopera,Arganzuela,215000,205126.18,9873.820000000007
9924,planta 3,exterior,2,62.0,False,False,Los Cármenes,latina,154900,158474.69,-3574.6900000000023
7440,planta 1,exterior,3,101.0,False,False,Quintana,ciudad lineal,480000,358274.33333333326,121725.66666666674
5187,planta 5,exterior,4,163.0,True,False,Bernabéu-Hispanoamérica,chamartin,739000,921670.6666666667,-182670.66666666674
3029,planta 2,exterior,3,98.0,True,False,Abrantes,carabanchel,259900,219033.0,40867.0
4695,planta 1,exterior,8,180.0,True,False,Chueca-Justicia,centro,1399000,1264113.0,134887.0
14941,planta 5,exterior,3,119.0,True,True,El Cañaveral,vicalvaro,359900,363987.5,-4087.5
6195,planta 1,exterior,6,176.0,True,False,Nuevos Ministerios-Ríos Rosas,chamberi,950000,970840.0,-20840.0
3428,bajo,exterior,3,51.0,False,False,Puerta Bonita,carabanchel,113500,114630.49,-1130.4900000000052
3607,planta 1,exterior,1,41.0,True,False,Puerta Bonita,carabanchel,113000,123395.0,-10395.0
8585,casa,exterior,4,400.0,False,True,Casa o chalet independiente en Tres Olivos - Valverde,fuencarral,1200000,1316970.0,-116970.0
5565,planta 5,exterior,2,100.0,True,True,Ciudad Jardín,chamartin,595000,562022.9,32977.09999999998
483,planta 3,exterior,4,97.0,True,False,Acacias,Arganzuela,450000,431690.0,18310.0
15632,planta 5,exterior,3,63.0,False,False,San Cristóbal,villaverde,147500,121223.96666666666,26276.03333333334
13742,planta 1,interior,4,115.0,True,True,Cuatro Caminos,tetuan,475000,509285.9,-34285.90000000002
2614,planta 2,exterior,5,140.0,True,False,Goya,barrio de salamanca,990000,938280.0,51720.0
10319,planta 1,exterior,3,100.0,True,True,Ciudad Universitaria,moncloa,460000,460934.45,-934.4500000000116
9012,planta 19,exterior,3,182.0,True,True,Virgen del Cortijo - Manoteras,hortaleza,792000,800995.2,-8995.199999999953
3903,planta 1,interior,1,30.0,True,False,Huertas-Cortes,centro,225000,220234.0,4766.0
15125,planta 1,exterior,3,114.0,True,True,Valdebernardo - Valderrivas,vicalvaro,595000,529560.0,65440.0
9241,chalet,exterior,4,419.0,False,True,Valdebebas - Valdefuentes,hortaleza,999000,1037366.6666666665,-38366.66666666651
3172,bajo,interior,2,36.0,True,False,Vista Alegre,carabanchel,110000,117796.48,-7796.479999999996
2503,planta 6,exterior,5,310.0,True,True,Castellana,barrio de salamanca,2650000,2585230.0,64770.0
9990,planta 5,exterior,3,81.0,True,False,Águilas,latina,249000,253560.0,-4560.0
5989,planta 5,exterior,4,335.0,True,True,Almagro,chamberi,2300000,2320250.0,-20250.0
1161,planta 2,exterior,4,115.0,True,False,Guindalera,barrio de salamanca,595000,549328.99,45671.01000000001
10907,planta 5,exterior,5,453.0,True,True,Argüelles,moncloa,3200000,3145441.666666666,54558.333333333954
7973,planta 1,exterior,3,115.0,True,True,Pueblo Nuevo,ciudad lineal,381200,368905.76,12294.23999999999
6558,planta 5,exterior,4,134.0,True,False,Trafalgar,chamberi,750000,765530.0,-15530.0
6812,planta 6,exterior,4,257.0,True,False,Vallehermoso,chamberi,1100000,1390084.5238095238,-290084.5238095238
15129,planta 4,exterior,3,90.0,True,False,Casco Histórico de Vicálvaro,vicalvaro,240000,197896.99333333332,42103.00666666668
919,planta 1,exterior,3,230.0,True,False,Recoletos,barrio de salamanca,1495000,1776750.0,-281750.0
8732,chalet,exterior,11,579.0,False,True,Chalet en Mirasierra,fuencarral,1600000,1222615.92,377384.0800000001
7764,planta 1,exterior,1,53.0,False,False,Quintana,ciudad lineal,224000,192071.43333333332,31928.56666666668
3777,planta 2,exterior,3,83.0,False,False,Lavapiés-Embajadores,centro,426600,384391.8333333334,42208.16666666663
14452,planta 2,exterior,3,120.0,True,True,Orcasitas,usera,245000,270182.25,-25182.25
12876,planta 3,exterior,1,72.0,True,False,Simancas,san-blas,230000,273734.90928571427,-43734.90928571427
12117,planta 8,exterior,3,116.0,True,False,Estrella,retiro,499000,595050.0,-96050.0
8993,planta 2,exterior,3,127.0,False,False,Virgen del Cortijo - Manoteras,hortaleza,419500,405660.0,13840.0
11839,casa,exterior,4,68.0,False,False,Chalet en Entrevías,puente-de-vallecas,129500,292009.65,-162509.65000000002
11201,bajo,exterior,3,150.0,False,False,Fontarrón,moratalaz,245000,247883.9,-2883.899999999994
162,bajo,interior,1,50.0,True,False,Palos de Moguer,Arganzuela,210000,209352.37,647.6300000000047
8718,planta 7,exterior,2,95.0,True,True,Ático en Las Tablas,fuencarral,460000,485731.0,-25731.0
9286,chalet,exterior,5,431.0,False,True,Conde Orgaz-Piovera,hortaleza,2150000,2120616.6566666667,29383.343333333265
8094,planta 3,exterior,3,219.0,True,True,Dúplex en Concepción,ciudad lineal,760000,831130.0,-71130.0
14995,planta 4,exterior,3,120.0,True,True,El Cañaveral,vicalvaro,385900,379791.9,6108.099999999977
15778,bajo,exterior,1,45.0,False,False,Villaverde Alto,villaverde,123500,85860.16666666669,37639.833333333314
8786,planta 6,exterior,4,260.0,True,True,La Paz,fuencarral,890000,896790.0,-6790.0
12732,chalet,exterior,4,206.0,False,True,Chalet adosado en Rejas,san-blas,489000,605704.98,-116704.97999999998
11067,planta 4,exterior,2,65.0,False,False,Vinateros,moratalaz,197000,196278.56666666665,721.4333333333489
15380,bajo,exterior,1,49.0,True,False,Ensanche de Vallecas - La Gavia,villa-de-vallecas,70000,81928.99,-11928.990000000005
1959,planta 1,exterior,1,80.0,True,False,Guindalera,barrio de salamanca,293000,321348.0,-28348.0
14474,planta 1,exterior,3,135.0,True,True,Almendrales,usera,429000,390691.0,38309.0
13486,planta 1,exterior,3,127.0,True,False,Cuzco-Castillejos,tetuan,950000,946350.0,3650.0
3702,planta 3,exterior,2,67.0,True,False,Vista Alegre,carabanchel,155000,156627.89,-1627.890000000014
2295,bajo,exterior,2,35.0,True,False,Goya,barrio de salamanca,180000,193790.0,-13790.0
5349,planta 3,exterior,4,184.0,True,True,Nueva España,chamartin,1470000,1417600.0,52400.0
4350,planta 4,exterior,1,33.0,False,False,Malasaña-Universidad,centro,220000,200518.76984126988,19481.23015873012
15429,planta 3,exterior,4,110.0,True,True,Santa Eugenia,villa-de-vallecas,419000,383859.11,35140.890000000014
9881,planta 3,exterior,3,77.0,True,False,Puerta del Ángel,latina,225000,216990.0,8010.0
11017,bajo,exterior,3,74.0,False,False,Media Legua,moratalaz,185000,186354.82,-1354.820000000007
4679,planta 1,exterior,4,383.0,True,True,Huertas-Cortes,centro,1800000,1807500.0,-7500.0
12986,planta 2,exterior,1,67.0,True,True,Rejas,san-blas,220000,261287.6666666667,-41287.666666666686
13901,planta 4,exterior,2,140.0,True,False,Valdeacederas,tetuan,421000,484642.8,-63642.79999999999
4643,planta 1,exterior,2,146.0,False,False,Chueca-Justicia,centro,800000,908684.3333333335,-108684.33333333349
12564,planta 4,exterior,4,410.0,True,True,Jerónimos,retiro,5550000,2786939.98,2763060.02
1957,planta 4,exterior,4,141.0,True,False,Castellana,barrio de salamanca,950000,1017388.3333333335,-67388.33333333349
13587,planta 2,interior,3,62.0,True,False,Cuatro Caminos,tetuan,320000,318569.8,1430.2000000000116
6777,planta 6,interior,3,136.0,True,False,Arapiles,chamberi,690000,686319.1666666667,3680.8333333332557
5413,planta 1,exterior,5,101.0,True,False,Prosperidad,chamartin,454200,455442.9,-1242.9000000000233
7510,planta 2,exterior,1,53.0,True,False,Ventas,ciudad lineal,171937,168562.95,3374.0499999999884
7211,planta 1,exterior,3,94.0,True,False,Ventas,ciudad lineal,229500,242575.0,-13075.0
1179,planta 1,interior,4,93.0,True,False,Goya,barrio de salamanca,448700,459700.33333333326,-11000.333333333256
15597,planta 9,exterior,3,104.0,True,True,Los Ángeles,villaverde,229500,232865.985,-3365.984999999986
12920,planta 3,exterior,2,81.0,True,True,Rejas,san-blas,225750,306847.0,-81097.0
8076,planta 1,exterior,3,69.0,False,False,Pueblo Nuevo,ciudad lineal,165000,183633.3633333333,-18633.363333333313
10235,planta 1,exterior,3,66.0,False,False,Águilas,latina,170000,169824.66350000002,175.33649999997579
171,planta 3,interior,2,54.0,True,False,Palos de Moguer,Arganzuela,249000,246900.71428571438,2099.285714285623
9604,planta 1,exterior,2,60.0,True,False,Puerta del Ángel,latina,180000,165592.87666666668,14407.123333333322
4215,planta 4,interior,2,65.0,True,False,Malasaña-Universidad,centro,390000,398250.49,-8250.48999999999
3762,planta 3,exterior,1,121.0,True,False,Malasaña-Universidad,centro,675000,612535.0,62465.0
159,planta 1,exterior,1,49.0,True,False,Delicias,Arganzuela,229100,219571.96,9528.040000000008
14853,planta 2,exterior,3,133.0,True,True,Valdebernardo - Valderrivas,vicalvaro,339000,354163.4523809525,-15163.452380952484
15394,planta 1,exterior,3,69.0,False,False,Casco Histórico de Vallecas,villa-de-vallecas,153800,139328.38,14471.619999999995
5838,planta 2,exterior,2,260.0,True,True,El Viso,chamartin,2700000,2011200.0,688800.0
15595,planta 1,exterior,2,65.0,False,False,Villaverde Alto,villaverde,114999,120700.2335,-5701.233500000002
1597,semi-sotano,exterior,4,146.0,True,False,Recoletos,barrio de salamanca,795000,935000.0,-140000.0
10769,planta 5,exterior,3,80.0,True,False,Argüelles,moncloa,590000,542469.7,47530.30000000005
7098,planta 4,exterior,3,87.0,True,True,San Pascual,ciudad lineal,440000,410371.24,29628.76000000001
10387,planta 4,exterior,2,130.0,True,True,Ciudad Universitaria,moncloa,630000,636025.0,-6025.0
1125,planta 1,interior,1,53.0,True,False,Guindalera,barrio de salamanca,260000,257100.0,2900.0
4854,planta 5,exterior,3,210.0,True,False,Bernabéu-Hispanoamérica,chamartin,995000,1176574.0,-181574.0
7209,planta 4,exterior,3,79.0,False,False,Pueblo Nuevo,ciudad lineal,160000,199193.44714285716,-39193.447142857156
13291,planta 2,exterior,3,101.0,True,False,Berruguete,tetuan,245000,299881.81,-54881.81
598,planta 1,exterior,1,77.0,True,False,Legazpi,Arganzuela,314900,321665.0,-6765.0
949,semi-sotano,exterior,2,77.0,True,False,Castellana,barrio de salamanca,525000,542026.6666666666,-17026.666666666628
6509,planta 1,exterior,3,140.0,True,False,Gaztambide,chamberi,695000,729340.0,-34340.0
7784,planta 2,exterior,1,75.0,True,True,Concepción,ciudad lineal,349000,341955.64666666667,7044.353333333333
4996,planta 1,exterior,4,358.0,True,True,Dúplex en Nueva España,chamartin,2490000,2459250.0,30750.0
12068,planta 1,exterior,1,81.0,True,True,Dúplex en Pacífico,retiro,390000,407637.15,-17637.150000000023
8154,planta 1,exterior,3,97.0,True,False,Mirasierra,fuencarral,499000,493097.16666666674,5902.833333333256
5542,planta 2,exterior,3,150.0,True,True,Castilla,chamartin,760000,749111.03,10888.969999999972
4237,planta 4,exterior,1,49.0,False,False,Malasaña-Universidad,centro,296000,284221.32333333336,11778.676666666637
4374,planta 3,exterior,2,82.0,False,False,Huertas-Cortes,centro,399000,399000.0,0.0
10197,planta 4,exterior,3,63.0,False,False,Campamento,latina,130000,158084.33095238096,-28084.33095238096
10178,planta 5,exterior,3,69.0,False,False,Águilas,latina,139000,154981.90142857147,-15981.901428571466
3057,planta 3,exterior,2,56.0,False,False,Buena Vista,carabanchel,123000,122735.86,264.1399999999994
15867,planta 4,exterior,3,65.0,False,False,Butarque,villaverde,129000,150949.89,-21949.890000000014
5931,planta 2,exterior,2,209.0,True,False,Almagro,chamberi,1595000,1550377.069097569,44622.93090243102
8132,planta 5,exterior,3,158.0,True,True,Dúplex en Las Tablas,fuencarral,649000,638560.0,10440.0
10761,planta 7,exterior,2,100.0,True,True,Valdezarza,moncloa,495000,446440.0,48560.0
1773,planta 6,exterior,3,220.0,True,True,Goya,barrio de salamanca,1850000,1725000.0,125000.0
15316,planta 7,exterior,2,90.0,True,True,Ensanche de Vallecas - La Gavia,villa-de-vallecas,278000,297209.9865,-19209.9865
6281,planta 1,exterior,5,450.0,True,False,Almagro,chamberi,3200000,2997900.0,202100.0
8475,planta 6,exterior,3,106.0,True,True,La Paz,fuencarral,525000,516330.0,8670.0
10484,planta 5,exterior,4,146.0,True,False,Argüelles,moncloa,650000,689270.0,-39270.0
10781,planta 2,exterior,4,229.0,True,False,Argüelles,moncloa,1100000,1047700.0,52300.0
13797,planta 1,exterior,2,59.0,False,False,Berruguete,tetuan,156650,161381.47,-4731.470000000001
8589,planta 8,exterior,6,437.0,True,True,Mirasierra,fuencarral,1995000,2788062.0,-793062.0
5778,bajo,exterior,1,165.0,True,False,El Viso,chamartin,791000,902070.0,-111070.0
7168,planta 4,exterior,3,111.0,False,False,Ventas,ciudad lineal,254000,247874.67142857146,6125.328571428545
11794,bajo,exterior,2,103.0,True,True,Palomeras Bajas,puente-de-vallecas,281300,260104.4,21195.600000000006
4856,planta 3,exterior,4,215.0,True,True,Bernabéu-Hispanoamérica,chamartin,1150000,1125942.5000000002,24057.499999999767
3928,planta 4,interior,1,42.0,False,False,Lavapiés-Embajadores,centro,170000,179717.75,-9717.75
13348,planta 1,exterior,2,93.0,True,False,Ventilla-Almenara,tetuan,300000,309416.6666666666,-9416.666666666628
4555,planta 4,exterior,2,105.0,True,True,Palacio,centro,805000,750790.0,54210.0
6524,planta 4,exterior,3,214.0,True,False,Trafalgar,chamberi,1290000,1379600.0,-89600.0
4024,planta 1,exterior,5,239.0,True,False,Palacio,centro,1020000,1082337.5,-62337.5
12396,planta 3,interior,2,47.0,True,False,Ibiza,retiro,360000,361757.5,-1757.5
6990,planta 2,exterior,5,397.0,True,True,Vallehermoso,chamberi,1690000,2239310.0,-549310.0
4027,planta 3,exterior,2,135.0,True,False,Lavapiés-Embajadores,centro,769000,750859.0,18141.0
